ID	FATHER	MOTHER	BirthYear	Sex
1149	282	118	1991	F
1150	762	17	1991	M
1151	174	129	1991	F
1152	NA	274	1991	F
1153	757	274	1991	M
1154	NA	851	1991	M
1155	NA	913	1991	F
1156	923	NA	1991	M
1157	516	343	1991	F
1158	NA	838	1991	F
1159	873	NA	1991	M
1160	NA	NA	1991	M
1161	NA	190	1991	M
1162	519	910	1991	M
1163	771	NA	1991	M
1164	NA	381	1991	F
1165	NA	734	1991	F
1166	620	132	1991	F
1167	762	NA	1991	M
1168	738	NA	1991	M
1169	725	970	1991	F
1170	NA	983	1991	F
1171	NA	111	1991	F
1172	751	111	1991	F
1173	NA	966	1991	M
1174	NA	687	1991	F
1175	854	687	1991	M
1176	NA	183	1991	F
1177	NA	878	1991	NA
1178	NA	959	1991	M
1179	NA	934	1991	M
1180	729	886	1991	M
1181	NA	684	1991	F
1182	NA	NA	NA	M
1183	NA	NA	NA	M
1184	NA	NA	NA	M
1185	NA	779	1992	M
1186	NA	440	1992	NA
1187	NA	896	1992	F
1188	NA	201	1992	NA
1189	887	276	1992	M
1190	513	175	1992	F
1191	NA	864	1992	M
1192	174	196	1992	F
1193	513	781	1992	M
1194	729	959	1992	M
1195	513	787	1992	M
1196	282	939	1992	F
1197	729	985	1992	F
1198	515	837	1992	M
1199	820	758	1992	F
1200	737	13	1992	F
1201	737	13	1992	F
1202	762	880	1992	M
1203	174	399	1992	M
1204	1019	766	1992	F
1205	763	514	1992	M
1206	881	113	1992	F
1207	764	415	1992	M
1208	912	181	1992	M
1209	761	158	1992	F
1210	725	878	1992	M
1211	NA	775	1992	M
1212	888	774	1992	F
1213	NA	191	1992	M
1214	519	150	1992	F
1215	732	141	1992	F
1216	NA	141	1992	F
1217	946	341	1992	M
1218	NA	756	1992	F
1219	749	978	1992	F
1220	282	688	1992	F
1221	NA	189	1992	F
1222	504	274	1992	M
1223	513	132	1992	F
1224	NA	973	1992	M
1225	755	1025	1992	F
1226	755	147	1992	F
1227	NA	963	1992	F
1228	947	974	1992	F
1229	NA	518	1992	F
1230	763	190	1992	M
1231	678	517	1992	F
1232	515	339	1992	F
1233	NA	140	1992	M
1234	NA	116	1992	F
1235	NA	19	1992	F
1236	NA	342	1992	M
1237	729	136	1992	M
1238	729	188	1992	M
1239	NA	18	1992	F
1240	513	146	1992	F
1241	828	164	1992	F
1242	937	332	1992	M
1243	NA	512	1992	M
1244	NA	478	1992	F
1245	NA	340	1992	F
1246	945	200	1992	F
1247	NA	950	1992	F
1248	NA	186	1992	M
1249	NA	183	1992	M
1250	938	521	1992	M
1251	510	776	1992	F
1252	738	275	1992	F
1253	705	NA	1992	M
1254	513	682	1992	F
1255	771	778	1992	M
1256	737	689	1992	F
1257	NA	786	1992	M
1258	772	184	1992	M
1259	772	184	1992	F
1260	NA	281	1992	M
1261	NA	281	1992	F
1262	NA	777	1992	M
1263	729	910	1992	M
1264	NA	508	1992	F
1265	510	20	1992	M
1266	750	509	1992	M
1267	729	10	1992	F
1268	912	601	1992	M
1269	1144	NA	1992	M
1270	1144	979	1992	M
1271	1144	381	1992	F
1272	510	NA	1992	F
1273	889	686	1992	M
1274	765	487	1992	F
1275	1057	341	1992	F
1276	747	NA	1992	M
1277	NA	NA	1992	M
1278	519	NA	1992	M
1279	705	NA	1992	M
1280	NA	NA	1992	M
1281	782	686	1992	F
1282	759	151	1992	M
1283	713	774	1992	F
1284	751	337	1992	F
1285	760	679	1992	F
1286	NA	509	1992	M
1287	NA	176	1992	M
1288	NA	NA	1992	M
1289	NA	474	1992	F
1290	NA	161	1992	M
1291	NA	NA	1992	M
1292	749	81	1992	F
1293	761	684	1992	F
1294	725	NA	1992	M
1295	752	NA	1992	M
1296	760	NA	1992	M
1297	820	NA	1992	M
1298	NA	NA	1992	M
1299	900	966	1992	M
1300	771	1022	1992	M
1301	1160	785	1992	F
1302	NA	488	1992	M
1303	762	981	1992	F
1304	NA	970	1992	M
1305	761	343	1992	M
1306	515	163	1992	M
1307	NA	163	1992	M
1308	740	1017	1992	F
1309	520	159	1992	M
1310	519	159	1992	M
1311	725	1078	1992	M
1312	761	893	1992	M
1313	760	169	1992	F
1314	760	169	1992	F
1315	912	961	1992	F
1316	732	1140	1992	M
1317	705	318	1992	M
1318	NA	1084	1992	F
1319	NA	965	1992	M
1320	782	1164	1992	F
1321	948	1090	1992	M
1322	729	989	1992	F
1323	729	152	1992	M
1324	729	152	1992	F
1325	NA	677	1992	M
1326	NA	988	1992	F
1327	740	988	1992	F
1328	820	969	1992	F
1329	771	1128	1992	M
1330	782	NA	1992	F
1331	737	976	1992	M
1332	NA	984	1992	M
1333	NA	189	1992	F
1334	765	1028	1992	F
1335	1050	1038	1992	F
1336	NA	968	1992	NA
1337	515	191	1992	F
1338	NA	983	1992	M
1339	NA	953	1992	NA
1340	678	426	1992	F
1341	912	426	1992	M
1342	705	194	1992	F
1343	1133	NA	1992	M
1344	705	194	1992	M
1345	764	1068	1992	F
1346	NA	821	1992	M
1347	948	1085	1992	M
1348	903	953	1992	F
1349	729	999	1992	M
1350	937	528	1992	M
1351	NA	1109	1992	F
1352	NA	975	1992	F
1353	881	780	1992	F
1354	515	855	1992	F
1355	NA	474	1992	M
1356	NA	1067	1992	F
1357	944	1166	1992	M
1358	NA	870	1992	M
1359	949	734	1992	M
1360	NA	1141	1992	M
1361	755	1052	1992	F
1362	NA	17	1992	F
1363	NA	1152	1992	F
1364	750	1165	1992	M
1365	NA	NA	NA	M
1366	NA	NA	NA	M
1367	NA	NA	NA	M
1368	NA	NA	NA	M
1369	NA	NA	NA	F
1370	NA	NA	NA	F
1371	NA	NA	NA	M
1372	NA	NA	NA	M
1373	NA	NA	NA	M
1374	921	1025	1993	M
1375	NA	275	1993	NA
1376	729	838	1993	F
1377	960	780	1993	F
1378	960	780	1993	F
1379	960	977	1993	F
1380	NA	601	1993	NA
1381	NA	766	1993	M
1382	NA	837	1993	NA
1383	NA	936	1993	NA
1384	772	1022	1993	F
1385	947	132	1993	M
1386	887	1038	1993	F
1387	729	989	1993	M
1388	729	785	1993	M
1389	1160	1049	1993	M
1390	1014	970	1993	M
1391	749	1065	1993	F
1392	862	159	1993	F
1393	769	878	1993	M
1394	1277	966	1993	M
1395	705	966	1993	F
1396	NA	974	1993	F
1397	729	774	1993	M
1398	729	774	1993	F
1399	710	973	1993	F
1400	513	184	1993	M
1401	513	184	1993	F
1402	206	1164	1993	M
1403	NA	758	1993	M
1404	NA	1084	1993	M
1405	NA	196	1993	M
1406	NA	196	1993	M
1407	898	NA	1993	F
1408	1160	787	1993	M
1409	NA	1017	1993	M
1410	710	781	1993	M
1411	769	1152	1993	F
1412	NA	163	1993	F
1413	NA	163	1993	F
1414	NA	773	1993	M
1415	NA	113	1993	F
1416	1207	113	1993	F
1417	NA	13	1993	F
1418	750	13	1993	M
1419	964	399	1993	M
1420	964	399	1993	M
1421	1250	1067	1993	F
1422	964	679	1993	F
1423	NA	521	1993	F
1424	964	158	1993	F
1425	768	779	1993	F
1426	510	963	1993	F
1427	NA	880	1993	F
1428	921	880	1993	F
1429	769	339	1993	F
1430	957	1216	1993	M
1431	750	274	1993	F
1432	NA	274	1993	M
1433	982	188	1993	F
1434	750	341	1993	F
1435	710	141	1993	F
1436	964	478	1993	F
1437	964	478	1993	F
1438	905	855	1993	F
1439	NA	775	1993	F
1440	964	939	1993	M
1441	964	939	1993	F
1442	174	175	1993	M
1443	964	976	1993	M
1444	174	1231	1993	M
1445	NA	1166	1993	F
1446	839	953	1993	F
1447	921	959	1993	F
1448	749	189	1993	M
1449	769	528	1993	M
1450	750	528	1993	M
1451	513	518	1993	F
1452	713	985	1993	F
1453	750	191	1993	F
1454	174	20	1993	F
1455	873	870	1993	M
1456	769	984	1993	M
1457	NA	1029	1993	F
1458	839	821	1993	F
1459	839	821	1993	F
1460	NA	778	1993	F
1461	839	978	1993	M
1462	NA	978	1993	F
1463	1249	1128	1993	F
1464	1280	140	1993	M
1465	NA	776	1993	F
1466	839	19	1993	F
1467	1194	1292	1993	M
1468	980	340	1993	M
1469	729	340	1993	F
1470	NA	415	1993	M
1471	749	950	1993	F
1472	1265	777	1993	M
1473	937	965	1993	F
1474	NA	1070	1993	F
1475	705	474	1993	F
1476	282	474	1993	M
1477	513	786	1993	F
1478	873	682	1993	M
1479	873	682	1993	F
1480	174	337	1993	M
1481	921	337	1993	F
1482	174	161	1993	F
1483	174	161	1993	F
1484	1286	342	1993	F
1485	964	181	1993	F
1486	964	181	1993	M
1487	918	688	1993	F
1488	706	514	1993	F
1489	750	514	1993	F
1490	948	194	1993	F
1491	918	194	1993	F
1492	750	1196	1993	F
1493	705	343	1993	F
1494	513	986	1993	M
1495	769	951	1993	F
1496	740	1137	1993	M
1497	964	1235	1993	M
1498	964	896	1993	F
1499	949	969	1993	M
1500	740	381	1993	F
1501	1249	1141	1993	F
1502	769	512	1993	M
1503	520	864	1993	M
1504	839	200	1993	F
1505	749	200	1993	M
1506	NA	954	1993	M
1507	NA	1139	1993	M
1508	1092	276	1993	F
1509	1092	276	1993	M
1510	520	1274	1993	F
1511	749	1251	1993	M
1512	705	509	1993	M
1513	705	509	1993	F
1514	NA	1052	1993	F
1515	729	183	1993	M
1516	NA	1081	1993	M
1517	964	711	1993	F
1518	NA	146	1993	F
1519	NA	146	1993	F
1520	NA	968	1993	M
1521	918	332	1993	M
1522	NA	169	1993	F
1523	516	169	1993	F
1524	729	686	1993	M
1525	900	440	1993	M
1526	729	910	1993	M
1527	520	487	1993	M
1528	750	677	1993	M
1529	918	1229	1993	F
1530	282	1197	1993	F
1531	729	1284	1993	F
1532	962	1226	1993	M
1533	513	961	1993	F
1534	206	517	1993	F
1535	898	1293	1993	F
1536	NA	136	1993	F
1537	710	689	1993	M
1538	520	979	1993	M
1539	710	508	1993	F
1540	769	NA	1993	M
1541	887	1165	1993	M
1542	NA	1149	1993	M
1543	206	21	1993	M
1544	960	955	1993	F
1545	729	186	1993	M
1546	749	684	1993	F
1547	516	NA	1993	M
1548	887	975	1993	M
1549	1185	987	1993	F
1550	729	686	1993	F
1551	945	NA	1993	M
1552	705	NA	1993	F
1553	957	NA	1993	M
1554	NA	NA	1993	M
1555	NA	NA	1993	M
1556	964	NA	1993	M
1557	894	NA	1993	M
1558	NA	NA	1993	M
1559	937	132	1993	M
1560	948	1254	1993	F
1561	NA	1212	1993	M
1562	1014	970	1993	F
1563	174	1259	1993	M
1564	900	1264	1993	M
1565	750	1275	1993	M
1566	921	518	1993	M
1567	710	1232	1993	M
1568	1064	1271	1993	F
1569	1203	1256	1993	M
1570	740	81	1993	F
1571	1014	164	1993	F
1572	NA	971	1993	NA
1573	937	983	1993	M
1574	513	986	1993	M
1575	713	1285	1993	M
1576	740	116	1993	F
1577	174	1209	1993	F
1578	NA	1206	1993	M
1579	903	1220	1993	F
1580	NA	1239	1993	F
1581	1160	NA	1993	M
1582	NA	NA	NA	M
1583	NA	1272	1994	F
1584	NA	1271	1994	M
1585	NA	1220	1994	M
1586	729	984	1994	F
1587	NA	19	1994	M
1588	710	1022	1994	M
1589	NA	785	1994	F
1590	1288	1049	1994	F
1591	710	196	1994	F
1592	NA	970	1994	M
1593	1553	893	1994	F
1594	705	1216	1994	F
1595	905	1038	1994	F
1596	NA	864	1994	F
1597	921	189	1994	M
1598	NA	968	1994	F
1599	NA	973	1994	F
1600	761	974	1994	M
1601	905	478	1994	F
1602	740	1010	1994	F
1603	710	399	1994	M
1604	206	679	1994	F
1605	761	1264	1994	F
1606	749	1196	1994	M
1607	1287	963	1994	F
1608	945	975	1994	M
1609	839	953	1994	F
1610	921	1084	1994	M
1611	NA	1070	1994	F
1612	900	972	1994	M
1613	949	775	1994	M
1614	NA	878	1994	F
1615	NA	971	1994	M
1616	NA	1017	1994	F
1617	982	781	1994	M
1618	729	776	1994	F
1619	740	1065	1994	F
1620	1125	950	1994	F
1621	914	778	1994	M
1622	710	132	1994	F
1623	839	1166	1994	M
1624	1291	341	1994	M
1625	NA	773	1994	F
1626	1224	1226	1994	F
1627	513	1285	1994	M
1628	873	979	1994	M
1629	832	786	1994	M
1630	NA	966	1994	F
1631	NA	966	1994	F
1632	710	415	1994	M
1633	710	415	1994	M
1634	947	191	1994	F
1635	513	18	1994	F
1636	921	880	1994	M
1637	750	880	1994	F
1638	949	1275	1994	F
1639	957	1152	1994	F
1640	513	188	1994	F
1641	520	528	1994	F
1642	832	1067	1994	M
1643	982	986	1994	F
1644	937	986	1994	M
1645	918	855	1994	F
1646	22	1029	1994	F
1647	887	969	1994	F
1648	949	777	1994	M
1649	740	1232	1994	F
1650	NA	474	1994	M
1651	740	116	1994	F
1652	NA	939	1994	F
1653	905	939	1994	F
1654	1291	677	1994	M
1655	918	381	1994	M
1656	710	381	1994	M
1657	710	274	1994	F
1658	740	688	1994	M
1659	750	1141	1994	F
1660	921	965	1994	F
1661	710	983	1994	M
1662	1014	954	1994	M
1663	900	985	1994	F
1664	710	140	1994	F
1665	761	976	1994	M
1666	761	976	1994	M
1667	NA	1164	1994	F
1668	510	342	1994	M
1669	713	1052	1994	F
1670	832	21	1994	F
1671	1525	340	1994	M
1672	NA	682	1994	F
1673	832	332	1994	F
1674	832	332	1994	M
1675	945	NA	1994	F
1676	761	175	1994	F
1677	1440	186	1994	M
1678	921	989	1994	M
1679	900	509	1994	F
1680	918	509	1994	M
1681	921	686	1994	M
1682	921	686	1994	F
1683	NA	1139	1994	F
1684	NA	514	1994	F
1685	NA	514	1994	M
1686	937	1247	1994	F
1687	NA	521	1994	F
1688	962	1396	1994	M
1689	918	1293	1994	M
1690	740	183	1994	F
1691	705	518	1994	F
1692	964	517	1994	M
1693	900	517	1994	M
1694	510	337	1994	M
1695	510	758	1994	M
1696	NA	837	1994	F
1697	889	440	1994	F
1698	921	512	1994	M
1699	921	487	1994	M
1700	729	951	1994	F
1701	729	951	1994	M
1702	NA	987	1994	F
1703	1402	1246	1994	M
1704	729	1221	1994	F
1705	921	1201	1994	F
1706	520	146	1994	F
1707	740	339	1994	F
1708	NA	1206	1994	M
1709	713	508	1994	F
1710	740	984	1994	M
1711	729	896	1994	M
1712	1268	1274	1994	F
1713	873	910	1994	F
1714	947	1254	1994	M
1715	749	1165	1994	F
1716	889	977	1994	M
1717	1521	787	1994	F
1718	NA	779	1994	M
1719	520	181	1994	F
1720	740	190	1994	F
1721	921	343	1994	M
1722	889	NA	1994	M
1723	839	689	1994	M
1724	767	NA	1994	F
1725	945	NA	1994	M
1726	1257	NA	1994	M
1727	858	1256	1994	M
1728	921	1212	1994	F
1729	858	1200	1994	F
1730	NA	1392	1994	M
1731	NA	981	1994	F
1732	1288	1384	1994	M
1733	839	1235	1994	M
1734	887	NA	1994	F
1735	513	163	1994	M
1736	887	1477	1994	NA
1737	947	1228	1994	NA
1738	710	787	1994	F
1739	NA	787	1994	F
1740	1213	1533	1994	M
1741	NA	1452	1994	M
1742	713	1413	1994	M
1743	921	1246	1994	F
1744	740	1445	1994	M
1745	964	158	1994	M
1746	1184	1259	1994	F
1747	1258	1501	1994	M
1748	710	1539	1994	M
1749	713	1421	1994	M
1750	729	959	1994	M
1751	729	959	1994	F
1752	1456	1424	1994	F
1753	945	1426	1994	F
1754	829	1500	1994	F
1755	520	1292	1994	F
1756	829	194	1994	M
1757	829	1399	1994	M
1758	NA	1484	1994	NA
1759	710	983	1994	F
1760	NA	1229	1994	F
1761	NA	1495	1994	NA
1762	839	821	1994	M
1763	839	821	1994	M
1764	705	518	1994	F
1765	513	1283	1994	M
1766	NA	1128	1994	F
1767	705	1239	1994	F
1768	1002	1284	1994	M
1769	1125	1281	1994	F
1770	NA	1534	1994	M
1771	NA	1241	1994	M
1772	NA	NA	NA	M
1773	1182	NA	1994	M
1774	NA	NA	NA	M
1775	NA	NA	NA	M
1776	1205	951	1995	F
1777	887	974	1995	F
1778	1723	953	1995	M
1779	706	785	1995	F
1780	1250	939	1995	F
1781	921	989	1995	F
1782	282	1049	1995	M
1783	710	1413	1995	F
1784	282	970	1995	F
1785	NA	1549	1995	M
1786	921	864	1995	M
1787	705	1216	1995	F
1788	NA	1038	1995	M
1789	858	758	1995	M
1790	858	758	1995	M
1791	710	766	1995	F
1792	710	1084	1995	F
1793	1213	973	1995	M
1794	749	13	1995	M
1795	1668	24	1995	M
1796	NA	1022	1995	M
1797	NA	1200	1995	F
1798	729	679	1995	F
1799	710	776	1995	F
1800	513	1399	1995	F
1801	761	950	1995	F
1802	510	1421	1995	F
1803	513	781	1995	M
1804	1249	787	1995	F
1805	740	983	1995	M
1806	1249	983	1995	F
1807	900	837	1995	F
1808	206	399	1995	M
1809	710	1065	1995	F
1810	206	1500	1995	F
1811	1195	1137	1995	F
1812	NA	1239	1995	F
1813	NA	1517	1995	M
1814	NA	1010	1995	F
1815	513	878	1995	F
1816	949	971	1995	M
1817	NA	1206	1995	F
1818	706	1017	1995	M
1819	740	880	1995	F
1820	740	880	1995	F
1821	1525	1196	1995	F
1822	900	969	1995	F
1823	729	786	1995	F
1824	713	984	1995	M
1825	729	1221	1995	M
1826	NA	985	1995	F
1827	282	1166	1995	F
1828	1295	773	1995	F
1829	964	1292	1995	M
1830	282	1292	1995	M
1831	705	341	1995	M
1832	705	341	1995	F
1833	1554	963	1995	F
1834	NA	1141	1995	M
1835	NA	342	1995	M
1836	832	979	1995	F
1837	729	NA	1995	F
1838	1092	688	1995	F
1839	NA	NA	1995	M
1840	1014	1232	1995	M
1841	NA	855	1995	F
1842	NA	965	1995	F
1843	1295	975	1995	F
1844	937	975	1995	M
1845	900	1220	1995	M
1846	1203	1029	1995	F
1847	729	1029	1995	F
1848	1236	508	1995	M
1849	710	509	1995	M
1850	510	332	1995	F
1851	1295	910	1995	F
1852	921	521	1995	F
1853	960	684	1995	F
1854	1099	686	1995	F
1855	1099	686	1995	M
1856	1093	1293	1995	M
1857	1537	954	1995	F
1858	NA	987	1995	F
1859	740	1534	1995	M
1860	832	1285	1995	F
1861	1249	1229	1995	M
1862	NA	1025	1995	M
1863	832	779	1995	M
1864	1387	1246	1995	M
1865	900	1284	1995	M
1866	964	1281	1995	F
1867	1409	1422	1995	F
1868	921	1519	1995	M
1869	729	1226	1995	F
1870	964	986	1995	M
1871	1268	1052	1995	F
1872	1224	415	1995	M
1873	960	512	1995	M
1874	982	677	1995	M
1875	900	1274	1995	F
1876	NA	1149	1995	F
1877	713	487	1995	F
1878	887	1523	1995	F
1879	22	896	1995	F
1880	NA	977	1995	M
1881	NA	968	1995	F
1882	729	186	1995	M
1883	921	1264	1995	F
1884	921	1264	1995	M
1885	921	1261	1995	F
1886	832	778	1995	M
1887	889	821	1995	F
1888	1553	NA	1995	M
1889	839	1552	1995	M
1890	710	1433	1995	M
1891	887	1465	1995	M
1892	513	893	1995	F
1893	887	1513	1995	F
1894	1269	188	1995	F
1895	NA	1275	1995	M
1896	982	1256	1995	M
1897	740	689	1995	F
1898	NA	1165	1995	M
1899	1249	1152	1995	F
1900	1250	1139	1995	M
1901	729	1128	1995	M
1902	921	756	1995	F
1903	831	NA	1995	M
1904	1537	146	1995	F
1905	750	NA	1995	M
1906	948	NA	1995	F
1907	949	NA	1995	M
1908	937	1201	1995	F
1909	520	NA	1995	M
1910	964	NA	1995	M
1911	513	NA	1995	M
1912	1775	NA	1995	M
1913	729	NA	1995	M
1914	905	NA	1995	M
1915	NA	NA	1995	M
1916	NA	1010	1995	M
1917	1615	NA	1995	M
1918	NA	1272	1995	M
1919	945	NA	1995	M
1920	921	NA	1995	M
1921	1184	NA	1995	M
1922	1144	28	1995	M
1923	829	NA	1995	M
1924	921	1437	1995	NA
1925	839	163	1995	F
1926	NA	1228	1995	F
1927	NA	163	1995	F
1928	921	1434	1995	F
1929	710	1434	1995	M
1930	949	1396	1995	M
1931	839	972	1995	M
1932	921	1453	1995	M
1933	513	1477	1995	M
1934	1627	1439	1995	F
1935	921	1212	1995	M
1936	905	1199	1995	NA
1937	729	1675	1995	F
1938	900	1283	1995	M
1939	1409	1283	1995	F
1940	NA	18	1995	M
1941	982	1445	1995	F
1942	964	1452	1995	F
1943	513	1391	1995	M
1944	1160	1384	1995	F
1945	1661	1495	1995	F
1946	705	1435	1995	F
1947	NA	1426	1995	M
1948	1393	1271	1995	NA
1949	1393	1271	1995	F
1950	NA	1491	1995	NA
1951	NA	340	1995	F
1952	NA	1289	1995	M
1953	740	1533	1995	M
1954	900	682	1995	M
1955	NA	780	1995	NA
1956	705	1379	1995	F
1957	NA	1550	1995	M
1958	960	512	1995	F
1959	NA	878	1995	F
1960	1167	NA	1995	M
1961	NA	NA	NA	M
1962	NA	NA	1995	M
1963	1665	NA	1995	M
1964	NA	NA	1995	M
1965	829	779	1996	M
1966	839	953	1996	F
1967	839	953	1996	M
1968	921	785	1996	M
1969	1279	679	1996	F
1970	839	1445	1996	M
1971	1265	332	1996	F
1972	NA	766	1996	M
1973	1270	855	1996	F
1974	NA	1212	1996	F
1975	839	1212	1996	M
1976	1789	1049	1996	M
1977	1868	1792	1996	M
1978	34	1724	1996	F
1979	1236	1663	1996	F
1980	1160	1384	1996	F
1981	710	971	1996	F
1982	839	341	1996	M
1983	839	341	1996	M
1984	1290	878	1996	M
1985	1371	878	1996	F
1986	1773	1620	1996	M
1987	915	1216	1996	M
1988	839	985	1996	M
1989	1365	973	1996	M
1990	945	1399	1996	F
1991	710	864	1996	M
1992	1144	1614	1996	M
1993	1294	1392	1996	F
1994	858	1453	1996	M
1995	NA	1283	1996	M
1996	995	1411	1996	F
1997	945	880	1996	F
1998	945	880	1996	F
1999	1273	1495	1996	M
2000	NA	1495	1996	F
2001	921	974	1996	M
2002	1962	893	1996	F
2003	1444	986	1996	F
2004	NA	1697	1996	M
2005	1203	758	1996	F
2006	1250	1675	1996	M
2007	710	1635	1996	M
2008	710	776	1996	F
2009	921	1707	1996	M
2010	945	1815	1996	F
2011	828	1452	1996	M
2012	NA	1239	1996	M
2013	NA	1837	1996	M
2014	1250	1413	1996	F
2015	828	1413	1996	M
2016	NA	778	1996	M
2017	1249	1070	1996	F
2018	NA	1070	1996	M
2019	833	688	1996	M
2020	1962	1017	1996	M
2021	34	1421	1996	M
2022	1268	1421	1996	M
2023	1203	787	1996	F
2024	921	787	1996	M
2025	1296	773	1996	M
2026	1064	773	1996	M
2027	1962	1166	1996	F
2028	1242	965	1996	M
2029	915	1275	1996	F
2030	1903	1819	1996	F
2031	710	1434	1996	F
2032	710	1434	1996	F
2033	945	1549	1996	F
2034	945	978	1996	F
2035	NA	1201	1996	F
2036	945	1426	1996	F
2037	832	1293	1996	F
2038	1371	1523	1996	F
2039	1816	1838	1996	F
2040	915	1141	1996	M
2041	NA	778	1996	F
2042	1366	1220	1996	M
2043	995	1422	1996	F
2044	NA	684	1996	F
2045	1917	684	1996	F
2046	945	1828	1996	F
2047	921	1226	1996	M
2048	921	1226	1996	F
2049	839	1550	1996	F
2050	707	487	1996	F
2051	832	781	1996	M
2052	1183	1779	1996	F
2053	833	1465	1996	F
2054	997	1491	1996	M
2055	828	521	1996	F
2056	NA	987	1996	F
2057	NA	1246	1996	F
2058	1444	1246	1996	M
2059	945	1709	1996	M
2060	NA	1709	1996	F
2061	NA	1128	1996	M
2062	772	1285	1996	M
2063	NA	1391	1996	M
2064	995	686	1996	M
2065	NA	686	1996	F
2066	828	682	1996	M
2067	1525	1029	1996	M
2068	1144	1029	1996	M
2069	1144	1435	1996	M
2070	NA	1274	1996	F
2071	NA	1877	1996	F
2072	1295	188	1996	M
2073	NA	1887	1996	F
2074	1203	989	1996	M
2075	710	1484	1996	M
2076	710	1804	1996	F
2077	995	951	1996	F
2078	1144	1601	1996	F
2079	1476	1229	1996	M
2080	NA	1229	1996	F
2081	NA	1842	1996	M
2082	NA	1281	1996	M
2083	892	1858	1996	M
2084	1726	1876	1996	F
2085	1373	1500	1996	M
2086	NA	976	1996	F
2087	829	821	1996	F
2088	1203	1787	1996	F
2089	1290	1823	1996	F
2090	NA	1165	1996	M
2091	1555	509	1996	F
2092	832	1284	1996	M
2093	NA	1814	1996	M
2094	1366	1871	1996	F
2095	830	13	1996	M
2096	982	1254	1996	M
2097	1870	963	1996	M
2098	1558	689	1996	F
2099	1294	1379	1996	F
2100	1557	975	1996	F
2101	1203	1869	1996	M
2102	NA	1228	1996	F
2103	710	1052	1996	F
2104	NA	1513	1996	F
2105	1203	1206	1996	F
2106	1203	1206	1996	M
2107	NA	1885	1996	M
2108	1914	983	1996	M
2109	1859	983	1996	M
2110	1839	1200	1996	M
2111	1387	1533	1996	M
2112	1144	1902	1996	F
2113	1874	1264	1996	F
2114	1249	1396	1996	M
2115	NA	756	1996	M
2116	1144	1221	1996	M
2117	1294	1439	1996	F
2118	1961	1065	1996	M
2119	1890	25	1996	M
2120	NA	26	1996	M
2121	NA	1241	1996	M
2122	1279	1534	1996	M
2123	NA	440	1996	F
2124	1195	1139	1996	M
2125	962	1376	1996	M
2126	1387	508	1996	M
2127	1249	1149	1996	F
2128	1387	1292	1996	F
2129	839	1261	1996	M
2130	832	977	1996	M
2131	1816	988	1996	F
2132	1409	440	1996	M
2133	829	1519	1996	F
2134	NA	1702	1996	M
2135	1296	NA	1996	F
2136	1917	1199	1996	M
2137	833	939	1996	M
2138	NA	512	1996	M
2139	832	27	1996	M
2140	832	27	1996	M
2141	1203	1196	1996	F
2142	1387	1883	1996	M
2143	839	1826	1996	F
2144	NA	979	1996	M
2145	839	1084	1996	M
2146	1268	1137	1996	F
2147	1277	29	1996	M
2148	NA	29	1996	M
2149	1808	28	1996	M
2150	1921	954	1996	M
2151	707	968	1996	F
2152	832	146	1996	M
2153	1160	342	1996	M
2154	921	30	1996	F
2155	839	399	1996	M
2156	NA	972	1996	M
2157	1295	186	1996	F
2158	NA	1837	1996	F
2159	915	984	1996	M
2160	1144	NA	1996	M
2161	1368	1801	1996	M
2162	958	NA	1996	M
2163	1184	NA	1996	M
2164	1298	910	1996	F
2165	1476	777	1996	M
2166	915	NA	1996	M
2167	1203	NA	1996	F
2168	833	1010	1996	F
2169	1555	1490	1996	M
2170	1516	NA	1996	F
2171	1064	NA	1996	M
2172	1295	509	1996	M
2173	1556	NA	1996	M
2174	NA	NA	1996	M
2175	710	1589	1996	M
2176	1404	1247	1996	F
2177	NA	1851	1996	M
2178	1294	1781	1996	F
2179	1203	1833	1996	F
2180	1160	1841	1996	M
2181	1203	1820	1996	M
2182	NA	1852	1996	M
2183	1919	1821	1996	F
2184	NA	1800	1996	NA
2185	NA	1799	1996	F
2186	830	1817	1996	F
2187	1296	1256	1996	NA
2188	710	1867	1996	NA
2189	1818	1846	1996	NA
2190	710	194	1996	F
2191	1824	1879	1996	NA
2192	1773	1517	1996	M
2193	1144	1517	1996	F
2194	NA	NA	NA	M
2195	NA	NA	1996	M
2196	NA	NA	1996	M
2197	761	NA	1996	M
2198	1295	NA	1996	M
2199	921	864	1997	M
2200	1249	785	1997	F
2201	1195	677	1997	M
2202	1913	1384	1997	M
2203	1297	1601	1997	M
2204	1371	1256	1997	F
2205	1144	1049	1997	F
2206	1203	989	1997	M
2207	1294	1815	1997	M
2208	NA	1787	1997	M
2209	1772	975	1997	M
2210	1277	758	1997	M
2211	830	1709	1997	M
2212	832	1139	1997	F
2213	1250	1199	1997	M
2214	NA	1254	1997	M
2215	1268	679	1997	F
2216	2192	1675	1997	M
2217	710	1439	1997	M
2218	1297	1228	1997	M
2219	1884	880	1997	M
2220	839	880	1997	M
2221	1290	1780	1997	M
2222	710	878	1997	M
2223	832	1413	1997	F
2224	1371	1070	1997	F
2225	982	1707	1997	F
2226	1296	1814	1997	F
2227	833	972	1997	F
2228	NA	1800	1997	F
2229	710	974	1997	M
2230	1290	399	1997	M
2231	1290	399	1997	F
